epoch,step,train_loss_step
0,9,4.945810794830322
0,19,4.733652114868164
0,29,4.611995697021484
0,39,4.4644317626953125
0,49,4.449045181274414
0,59,4.393736362457275
0,69,4.398839473724365
0,79,4.278898239135742
0,89,4.299834251403809
0,99,4.178519248962402
